Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,21926,0,4,4.494664580862761,1.698600000011652,83.81310000000042,8688.0,104.82041351694052,0.0,4,4,5,5,6,7,16,27,65,83,84
,Aggregated,21926,0,4,4.494664580862761,1.698600000011652,83.81310000000042,8688.0,104.82041351694052,0.0,4,4,5,5,6,7,16,27,65,83,84
