Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,7486,0,3,3.504409724819771,1.8356000000068207,220.82900000000194,8688.0,35.76983834254551,0.0,3,3,4,4,4,5,8,18,49,220,220
,Aggregated,7486,0,3,3.504409724819771,1.8356000000068207,220.82900000000194,8688.0,35.76983834254551,0.0,3,3,4,4,4,5,8,18,49,220,220
