Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,46997,0,8,42.45083533629803,1.5929999999855227,700.979899999993,8688.0,224.8454645235884,0.0,8,21,37,50,120,220,360,430,530,630,700
,Aggregated,46997,0,8,42.45083533629803,1.5929999999855227,700.979899999993,8688.0,224.8454645235884,0.0,8,21,37,50,120,220,360,430,530,630,700
