Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,33049,0,4,5.7900201155859135,1.7698000000052616,184.55249999999523,8688.0,158.16752782772411,0.0,4,5,5,6,7,13,28,49,120,160,180
,Aggregated,33049,0,4,5.7900201155859135,1.7698000000052616,184.55249999999523,8688.0,158.16752782772411,0.0,4,5,5,6,7,13,28,49,120,160,180
