Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,36059,0,4,6.602367877645002,1.6664000000048418,207.2212999999863,8688.0,172.64792213514556,0.0,4,5,6,6,8,17,45,62,140,190,210
,Aggregated,36059,0,4,6.602367877645002,1.6664000000048418,207.2212999999863,8688.0,172.64792213514556,0.0,4,5,6,6,8,17,45,62,140,190,210
