Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,38018,0,4,7.861376163922362,1.652700000008167,254.2760000000044,8688.0,182.00665571695194,0.0,4,5,6,7,12,25,54,81,150,210,250
,Aggregated,38018,0,4,7.861376163922362,1.652700000008167,254.2760000000044,8688.0,182.00665571695194,0.0,4,5,6,7,12,25,54,81,150,210,250
