Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1683548215,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1683548216,10,,Aggregated,0.000000,0.000000,26,27,27,27,27,27,27,27,27,27,27,10,0,24,25.22962000000002,23.30830000000006,27.34230000000015,8688.0
1683548217,20,,Aggregated,0.000000,0.000000,18,23,24,26,27,27,27,27,27,27,27,24,0,17,17.96759999999996,2.8258000000001005,27.34230000000015,8688.0
1683548218,40,,Aggregated,10.000000,0.000000,17,18,23,23,27,27,27,27,27,27,27,38,0,17,15.910299999999964,2.4996000000001573,27.34230000000015,8688.0
1683548219,50,,Aggregated,10.000000,0.000000,15,16,17,18,24,27,27,27,27,27,27,61,0,15,12.851654098360644,2.224099999999396,27.34230000000015,8688.0
1683548220,60,,Aggregated,11.333333,0.000000,15,17,18,18,23,27,27,27,27,27,27,75,0,15,12.933736000000007,2.224099999999396,27.34230000000015,8688.0
1683548221,70,,Aggregated,12.250000,0.000000,14,17,18,18,20,24,27,27,27,27,27,102,0,14,11.780047058823495,2.224099999999396,27.34230000000015,8688.0
1683548222,80,,Aggregated,14.400000,0.000000,13,16,17,18,20,24,27,27,27,27,27,133,0,13,10.757883458646598,2.224099999999396,27.34230000000015,8688.0
1683548223,90,,Aggregated,14.833333,0.000000,7,16,17,18,19,23,27,27,27,27,27,163,0,7,10.189523926380353,2.224099999999396,27.34230000000015,8688.0
1683548224,100,,Aggregated,16.857143,0.000000,4,16,17,18,19,23,27,27,27,27,27,194,0,4,9.85203144329896,2.224099999999396,27.34230000000015,8688.0
1683548225,110,,Aggregated,18.000000,0.000000,4,15,17,18,19,20,26,27,27,27,27,239,0,4,9.234864853556502,2.224099999999396,27.34230000000015,8688.0
1683548226,120,,Aggregated,19.555556,0.000000,4,15,17,18,19,26,27,28,29,29,29,283,0,4,9.171296113074213,2.2196000000000993,29.042000000000456,8688.0
1683548227,130,,Aggregated,20.800000,0.000000,4,14,17,18,20,26,27,27,29,29,29,329,0,4,9.075460182370852,2.2196000000000993,29.042000000000456,8688.0
1683548228,140,,Aggregated,24.200000,0.000000,4,13,17,18,20,26,27,27,29,29,29,370,0,4,8.850424054054075,2.167500000000544,29.042000000000456,8688.0
1683548229,150,,Aggregated,27.500000,0.000000,4,8,16,17,19,25,27,27,29,29,29,426,0,4,8.39542840375591,2.167500000000544,29.042000000000456,8688.0
1683548230,160,,Aggregated,30.900000,0.000000,4,7,15,17,19,24,27,27,29,29,29,477,0,4,8.215169601677207,2.167500000000544,29.042000000000456,8688.0
1683548231,170,,Aggregated,33.400000,0.000000,4,5,15,17,19,23,27,27,29,29,29,545,0,4,7.891075412844114,2.167500000000544,29.042000000000456,8688.0
1683548232,180,,Aggregated,36.700000,0.000000,4,5,15,17,19,26,29,59,100,100,100,599,0,4,8.55961419031725,2.129899999999907,104.71439999999888,8688.0
1683548233,190,,Aggregated,40.400000,0.000000,4,5,14,16,19,25,28,59,100,100,100,656,0,4,8.307078353658605,2.1164999999996326,104.71439999999888,8688.0
1683548234,200,,Aggregated,43.000000,0.000000,4,5,14,16,18,24,27,59,100,100,100,732,0,4,7.961489890710443,2.1084999999985143,104.71439999999888,8688.0
1683548235,210,,Aggregated,46.700000,0.000000,4,4,13,16,18,23,27,59,100,100,100,802,0,4,7.7451879052369295,2.1084999999985143,104.71439999999888,8688.0
1683548236,220,,Aggregated,49.200000,0.000000,4,4,9,15,18,22,27,59,100,100,100,875,0,4,7.54661074285714,2.1084999999985143,104.71439999999888,8688.0
1683548237,230,,Aggregated,53.700000,0.000000,4,4,8,15,18,22,27,49,100,100,100,954,0,4,7.436034591194972,2.1084999999985143,104.71439999999888,8688.0
1683548238,240,,Aggregated,56.500000,0.000000,3,4,7,14,18,22,27,48,62,100,100,1053,0,3,7.250121652421637,2.1084999999985143,104.71439999999888,8688.0
1683548239,250,,Aggregated,59.200000,0.000000,3,4,6,14,18,22,27,48,62,100,100,1142,0,3,7.156668476357239,2.1084999999985143,104.71439999999888,8688.0
1683548240,260,,Aggregated,62.600000,0.000000,3,4,6,14,18,21,27,31,62,100,100,1219,0,3,7.060545939294495,2.101499999998424,104.71439999999888,8688.0
1683548241,270,,Aggregated,67.700000,0.000000,4,4,6,13,18,21,26,29,62,100,100,1309,0,4,6.938800000000004,2.101499999998424,104.71439999999888,8688.0
1683548243,280,,Aggregated,70.600000,0.000000,4,4,6,10,18,20,26,29,62,100,100,1411,0,4,6.8429256555634455,2.101499999998424,104.71439999999888,8688.0
1683548244,290,,Aggregated,72.600000,0.000000,4,4,6,9,18,20,26,29,62,100,100,1517,0,4,6.7944792353329,2.101499999998424,104.71439999999888,8688.0
1683548245,300,,Aggregated,76.200000,0.000000,4,4,6,8,18,20,26,29,62,100,100,1620,0,4,6.733246296296317,2.101499999998424,104.71439999999888,8688.0
1683548246,310,,Aggregated,84.900000,0.000000,4,4,6,8,18,20,26,31,62,100,100,1715,0,4,6.697011137026278,2.101499999998424,104.71439999999888,8688.0
1683548247,320,,Aggregated,87.500000,0.000000,4,4,6,8,18,20,27,45,62,100,100,1832,0,4,6.834330786026224,1.8709000000001197,104.71439999999888,8688.0
1683548248,330,,Aggregated,89.600000,0.000000,4,4,6,8,18,20,27,45,62,100,100,1952,0,4,6.763704713114769,1.8709000000001197,104.71439999999888,8688.0
1683548249,340,,Aggregated,93.200000,0.000000,4,4,5,7,18,20,27,44,62,100,100,2071,0,4,6.64677667793336,1.8709000000001197,104.71439999999888,8688.0
1683548250,350,,Aggregated,97.400000,0.000000,4,4,5,7,18,20,26,44,62,100,100,2175,0,4,6.594531264367827,1.8709000000001197,104.71439999999888,8688.0
1683548251,360,,Aggregated,100.500000,0.000000,4,5,6,7,18,20,27,47,93,110,110,2293,0,4,6.775898386393376,1.8709000000001197,110.946399999996,8688.0
1683548252,370,,Aggregated,102.400000,0.000000,4,5,6,7,17,20,27,48,93,110,110,2421,0,4,6.821838248657582,1.8709000000001197,110.946399999996,8688.0
1683548253,380,,Aggregated,106.500000,0.000000,4,5,6,7,17,20,27,48,93,110,110,2570,0,4,6.77325241245136,1.8709000000001197,110.946399999996,8688.0
1683548254,390,,Aggregated,110.800000,0.000000,4,5,6,7,17,20,27,48,93,110,110,2690,0,4,6.7069408178438765,1.8709000000001197,110.946399999996,8688.0
1683548255,400,,Aggregated,115.600000,0.000000,4,5,5,6,17,20,27,47,93,110,110,2823,0,4,6.611575912150209,1.8709000000001197,110.946399999996,8688.0
1683548256,410,,Aggregated,117.100000,0.000000,4,5,5,6,17,20,26,47,93,110,110,2968,0,4,6.568341913746652,1.8709000000001197,110.946399999996,8688.0
1683548257,420,,Aggregated,119.700000,0.000000,4,5,5,6,17,20,26,47,93,110,110,3109,0,4,6.527535413316209,1.8709000000001197,110.946399999996,8688.0
1683548258,430,,Aggregated,124.600000,0.000000,4,5,5,6,17,19,26,47,93,110,110,3254,0,4,6.461479317762781,1.8709000000001197,110.946399999996,8688.0
1683548259,440,,Aggregated,128.600000,0.000000,4,5,5,6,17,20,26,46,93,110,110,3405,0,4,6.462116798825284,1.8709000000001197,110.946399999996,8688.0
1683548260,450,,Aggregated,129.900000,0.000000,4,5,5,6,17,20,27,46,93,110,110,3544,0,4,6.436992353273173,1.8709000000001197,110.946399999996,8688.0
1683548261,460,,Aggregated,133.100000,0.000000,4,5,5,6,16,20,27,45,93,110,110,3691,0,4,6.3777698184774065,1.8709000000001197,110.946399999996,8688.0
1683548262,470,,Aggregated,136.500000,0.000000,4,5,5,6,16,19,26,44,93,110,110,3874,0,4,6.3170102478059125,1.8709000000001197,110.946399999996,8688.0
