Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,10797,0,3,3.6208235806242826,1.6150000000010323,68.31159999999991,8688.0,45.22471658297979,0.0,3,3,4,4,5,5,10,20,49,65,68
,Aggregated,10797,0,3,3.6208235806242826,1.6150000000010323,68.31159999999991,8688.0,45.22471658297979,0.0,3,3,4,4,5,5,10,20,49,65,68
