Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,27381,0,4,4.74417959899208,1.7225999999936903,247.2257999999954,8688.0,114.50625589182192,0.0,4,4,5,5,6,7,17,41,94,170,250
,Aggregated,27381,0,4,4.74417959899208,1.7225999999936903,247.2257999999954,8688.0,114.50625589182192,0.0,4,4,5,5,6,7,17,41,94,170,250
