Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1682526066,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1682526067,10,,Aggregated,0.000000,0.000000,20,21,21,21,67,67,67,67,67,67,67,10,0,20,24.725670000000015,18.676099999999973,67.47619999999999,8688.0
1682526068,20,,Aggregated,0.000000,0.000000,20,21,21,58,59,60,67,67,67,67,67,21,0,20,27.51210000000001,3.6033999999998123,67.47619999999999,8688.0
1682526069,30,,Aggregated,10.000000,0.000000,15,19,20,21,59,60,67,67,67,67,67,38,0,15,19.026397368421062,2.3463999999999707,67.47619999999999,8688.0
1682526070,40,,Aggregated,10.500000,0.000000,15,18,20,20,21,59,60,67,67,67,67,59,0,15,15.953222033898344,2.3463999999999707,67.47619999999999,8688.0
1682526071,50,,Aggregated,11.666667,0.000000,14,18,19,20,21,58,60,67,67,67,67,84,0,13,13.919964285714283,2.3463999999999707,67.47619999999999,8688.0
1682526072,60,,Aggregated,13.500000,0.000000,13,17,18,19,20,21,59,60,67,67,67,108,0,13,12.937662962962975,2.3463999999999707,67.47619999999999,8688.0
1682526073,70,,Aggregated,15.400000,0.000000,5,16,17,18,20,21,59,60,67,67,67,145,0,5,11.368936551724142,2.3463999999999707,67.47619999999999,8688.0
1682526074,90,,Aggregated,17.000000,0.000000,5,16,17,18,20,21,59,60,67,67,67,174,0,5,10.884406896551752,2.3463999999999707,67.47619999999999,8688.0
1682526075,100,,Aggregated,18.428571,0.000000,4,15,17,18,19,20,59,60,67,67,67,206,0,4,10.611955825242745,2.3463999999999707,67.47619999999999,8688.0
1682526076,110,,Aggregated,20.375000,0.000000,4,15,17,18,20,21,59,60,67,67,67,241,0,4,10.19996514522824,1.9904000000003919,67.47619999999999,8688.0
1682526077,120,,Aggregated,21.444444,0.000000,4,15,17,18,20,40,58,60,67,67,67,291,0,4,10.419746735395206,1.9904000000003919,67.47619999999999,8688.0
1682526078,130,,Aggregated,23.000000,0.000000,4,14,17,18,20,23,46,59,67,67,67,330,0,4,10.018418181818195,1.9904000000003919,67.47619999999999,8688.0
1682526079,140,,Aggregated,26.400000,0.000000,4,12,16,17,20,21,44,59,67,67,67,379,0,4,9.368895250659655,1.9904000000003919,67.47619999999999,8688.0
1682526080,150,,Aggregated,29.100000,0.000000,4,7,16,17,20,21,43,59,67,67,67,429,0,4,9.114014219114253,1.9904000000003919,67.47619999999999,8688.0
1682526081,160,,Aggregated,32.600000,0.000000,4,7,16,17,20,42,71,74,120,120,120,492,0,4,10.169165853658539,1.9904000000003919,124.65120000000063,8688.0
1682526082,170,,Aggregated,35.700000,0.000000,4,5,15,17,20,40,67,74,120,120,120,550,0,4,9.659336181818192,1.9904000000003919,124.65120000000063,8688.0
1682526083,180,,Aggregated,39.200000,0.000000,3,5,13,16,19,22,62,73,120,120,120,617,0,3,9.164587196110194,1.9904000000003919,124.65120000000063,8688.0
1682526084,190,,Aggregated,42.700000,0.000000,3,5,13,16,19,21,60,73,120,120,120,682,0,3,8.8297843108504,1.9904000000003919,124.65120000000063,8688.0
1682526085,200,,Aggregated,46.400000,0.000000,3,4,13,16,18,21,59,72,120,120,120,756,0,3,8.556576984126922,1.9904000000003919,124.65120000000063,8688.0
1682526086,210,,Aggregated,49.300000,0.000000,3,4,12,15,18,21,59,71,120,120,120,825,0,3,8.377337939393882,1.9904000000003919,124.65120000000063,8688.0
1682526087,220,,Aggregated,52.900000,0.000000,3,4,8,15,18,21,58,71,120,120,120,905,0,3,8.078282209944707,1.9904000000003919,124.65120000000063,8688.0
1682526088,230,,Aggregated,56.600000,0.000000,3,4,7,14,18,20,48,71,120,120,120,983,0,3,7.873899491352954,1.9904000000003919,124.65120000000063,8688.0
1682526089,240,,Aggregated,58.900000,0.000000,3,4,7,13,17,20,47,67,76,120,120,1069,0,3,7.652798596819437,1.9904000000003919,124.65120000000063,8688.0
1682526090,250,,Aggregated,64.300000,0.000000,3,4,6,13,17,20,46,63,76,120,120,1155,0,3,7.582615930735897,1.9904000000003919,124.65120000000063,8688.0
1682526091,260,,Aggregated,66.600000,0.000000,4,4,6,13,17,20,44,62,76,120,120,1250,0,4,7.4158726399999795,1.9904000000003919,124.65120000000063,8688.0
1682526092,270,,Aggregated,70.300000,0.000000,4,4,5,12,17,20,43,62,76,120,120,1336,0,4,7.291580164670649,1.9904000000003919,124.65120000000063,8688.0
1682526093,280,,Aggregated,72.100000,0.000000,4,4,5,10,17,20,42,61,76,120,120,1431,0,4,7.132520125786162,1.9904000000003919,124.65120000000063,8688.0
1682526094,290,,Aggregated,76.000000,0.000000,4,4,5,9,17,20,42,60,76,120,120,1535,0,4,7.116678501628676,1.9904000000003919,124.65120000000063,8688.0
1682526095,300,,Aggregated,79.100000,0.000000,4,4,5,8,17,20,42,59,76,120,120,1626,0,4,7.016885547355478,1.9904000000003919,124.65120000000063,8688.0
1682526096,310,,Aggregated,81.800000,0.000000,4,4,5,7,17,20,42,59,76,120,120,1742,0,4,7.052977210103338,1.9904000000003919,124.65120000000063,8688.0
1682526097,310,,Aggregated,85.000000,0.000000,4,4,5,7,17,20,42,59,76,120,120,1859,0,4,7.114397848305557,1.9904000000003919,124.65120000000063,8688.0
