Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,28722,0,4,4.831735464104177,1.72399999999584,249.3560000000059,8688.0,120.02843364931942,0.0,4,4,5,5,6,8,17,35,110,170,250
,Aggregated,28722,0,4,4.831735464104177,1.72399999999584,249.3560000000059,8688.0,120.02843364931942,0.0,4,4,5,5,6,8,17,35,110,170,250
