Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,3173,0,3,3.418450803655759,1.9556000000022777,101.20530000000372,8688.0,13.290573419613319,0.0,3,3,3,4,4,5,6,15,49,100,100
,Aggregated,3173,0,3,3.418450803655759,1.9556000000022777,101.20530000000372,8688.0,13.290573419613319,0.0,3,3,3,4,4,5,6,15,49,100,100
