Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,23895,0,4,4.464320205063852,1.7265999999978021,146.53330000001574,8688.0,99.87058152837757,0.0,4,4,5,5,6,7,15,22,89,130,150
,Aggregated,23895,0,4,4.464320205063852,1.7265999999978021,146.53330000001574,8688.0,99.87058152837757,0.0,4,4,5,5,6,7,15,22,89,130,150
