Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,34011,0,4,5.754615847813904,1.6353999999978441,195.6173000000021,8688.0,142.19770815180325,0.0,4,5,5,6,7,11,29,53,130,190,200
,Aggregated,34011,0,4,5.754615847813904,1.6353999999978441,195.6173000000021,8688.0,142.19770815180325,0.0,4,5,5,6,7,11,29,53,130,190,200
