Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,3804087,0,90,141.45206971586242,1.6185999993467703,1390.7301999988704,8688.0,316.9900236961861,0.0,90,180,210,280,360,410,510,590,790,980,1400
,Aggregated,3804087,0,90,141.45206971586242,1.6185999993467703,1390.7301999988704,8688.0,316.9900236961861,0.0,90,180,210,280,360,410,510,590,790,980,1400
