Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,22119597,138758,750.0,920.3196989978504,1.59200000052806,22052.83529999724,8633.279274301425,506.9616323128886,3.1802108409331233,750,1100,1200,1300,1600,1800,2000,2200,21000,22000,22000
,Aggregated,22119597,138758,750.0,920.3196989978504,1.59200000052806,22052.83529999724,8633.279274301425,506.9616323128886,3.1802108409331233,750,1100,1200,1300,1600,1800,2000,2200,21000,22000,22000
