Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,24594,0,4,4.32838386191764,1.7395000000135497,138.70940000001042,8688.0,102.74455845627827,0.0,4,4,5,5,6,7,14,20,73,110,140
,Aggregated,24594,0,4,4.32838386191764,1.7395000000135497,138.70940000001042,8688.0,102.74455845627827,0.0,4,4,5,5,6,7,14,20,73,110,140
